2025-09-01 18:56:09 | INFO     | app:startup_event:71 - 正在启动TTS服务...
2025-09-01 21:08:41 | DEBUG    | app:cleanup_old_files:102 - 清理过期文件: ../temp/fbefff71-102c-4a03-ab83-25690fdb0b98.wav
2025-09-01 21:08:41 | DEBUG    | app:cleanup_old_files:102 - 清理过期文件: ../temp/0338fedb-1b99-4d80-bf28-9030d26fb501.wav
2025-09-01 21:08:41 | DEBUG    | app:cleanup_old_files:102 - 清理过期文件: ../temp/tts_output_1756731838.wav
2025-09-01 21:08:41 | DEBUG    | app:cleanup_old_files:102 - 清理过期文件: ../temp/04298c77-8ec5-43fd-a1a1-0d830dda861e.wav
2025-09-01 21:08:41 | DEBUG    | app:cleanup_old_files:102 - 清理过期文件: ../temp/924c6fb6-3255-4818-a731-499da169baff.wav
2025-09-01 21:08:41 | DEBUG    | app:cleanup_old_files:102 - 清理过期文件: ../temp/tts_output_1756731863.wav
2025-09-01 21:08:41 | DEBUG    | app:cleanup_old_files:102 - 清理过期文件: ../temp/tts_output_1756731884.wav
2025-09-01 21:08:41 | DEBUG    | app:cleanup_old_files:102 - 清理过期文件: ../temp/tts_output_1756731827.wav
2025-09-01 21:08:41 | DEBUG    | app:cleanup_old_files:102 - 清理过期文件: ../temp/tts_output_1756731875.wav
2025-09-01 21:08:41 | DEBUG    | app:cleanup_old_files:102 - 清理过期文件: ../temp/52014b8e-a996-49ee-b9ab-ccd588b043c3.wav
2025-09-01 21:08:41 | DEBUG    | app:cleanup_old_files:102 - 清理过期文件: ../temp/tts_output_1756731850.wav
2025-09-01 21:08:51 | INFO     | app:synthesize_speech:134 - 开始合成语音: 嬛嬛刚学完新曲子，正好陪姐姐们去学学。...
2025-09-01 21:08:51 | INFO     | tts_processor:synthesize_speech_with_reference:106 - 开始使用参考音频合成语音，文本: 嬛嬛刚学完新曲子，正好陪姐姐们去学学。
2025-09-01 21:08:52 | INFO     | tts_processor:synthesize_speech_with_reference:126 - 语音克隆合成完成，输出文件: ../temp/ec8f37cc-da35-42e1-8d9f-b00245445310.wav
2025-09-01 21:08:52 | INFO     | app:synthesize_speech:178 - 语音合成完成，耗时: 0.96秒
2025-09-01 21:09:03 | INFO     | app:synthesize_speech:134 - 开始合成语音: 嬛嬛打牌向来不拘一格，不过是凑趣罢了。...
2025-09-01 21:09:03 | INFO     | tts_processor:synthesize_speech_with_reference:106 - 开始使用参考音频合成语音，文本: 嬛嬛打牌向来不拘一格，不过是凑趣罢了。
2025-09-01 21:09:04 | INFO     | tts_processor:synthesize_speech_with_reference:126 - 语音克隆合成完成，输出文件: ../temp/e7934942-1edd-4863-8b3a-48260b813c70.wav
2025-09-01 21:09:04 | INFO     | app:synthesize_speech:178 - 语音合成完成，耗时: 0.80秒
2025-09-01 21:09:15 | INFO     | app:synthesize_speech:134 - 开始合成语音: 风过无痕，花落无声，嬛嬛不过顺水推舟罢了。...
2025-09-01 21:09:15 | INFO     | tts_processor:synthesize_speech_with_reference:106 - 开始使用参考音频合成语音，文本: 风过无痕，花落无声，嬛嬛不过顺水推舟罢了。
2025-09-01 21:09:16 | INFO     | tts_processor:synthesize_speech_with_reference:126 - 语音克隆合成完成，输出文件: ../temp/17c1bae1-9485-4f40-a51e-f9b7f78f2ae7.wav
2025-09-01 21:09:16 | INFO     | app:synthesize_speech:178 - 语音合成完成，耗时: 0.93秒
2025-09-01 21:09:27 | INFO     | app:synthesize_speech:134 - 开始合成语音: 嬛嬛不过是些粗浅的手法，姐姐一眼便看得清，嬛嬛不敢当。...
2025-09-01 21:09:27 | INFO     | tts_processor:synthesize_speech_with_reference:106 - 开始使用参考音频合成语音，文本: 嬛嬛不过是些粗浅的手法，姐姐一眼便看得清，嬛嬛不敢当。
2025-09-01 21:09:28 | INFO     | tts_processor:synthesize_speech_with_reference:126 - 语音克隆合成完成，输出文件: ../temp/02bd1e61-259e-49ce-b5ce-d4dc1c9f127c.wav
2025-09-01 21:09:28 | INFO     | app:synthesize_speech:178 - 语音合成完成，耗时: 1.18秒
2025-09-01 21:09:40 | INFO     | app:synthesize_speech:134 - 开始合成语音: 嬛嬛告退，姐姐保重。...
2025-09-01 21:09:40 | INFO     | tts_processor:synthesize_speech_with_reference:106 - 开始使用参考音频合成语音，文本: 嬛嬛告退，姐姐保重。
2025-09-01 21:09:41 | INFO     | tts_processor:synthesize_speech_with_reference:126 - 语音克隆合成完成，输出文件: ../temp/4c3083d2-bf39-4f6c-8013-21cab6f6b7b9.wav
2025-09-01 21:09:41 | INFO     | app:synthesize_speech:178 - 语音合成完成，耗时: 0.70秒
2025-09-01 21:09:41 | DEBUG    | app:cleanup_old_files:102 - 清理过期文件: ../temp/tts_output_1756732121.wav
2025-09-01 21:09:41 | DEBUG    | app:cleanup_old_files:102 - 清理过期文件: ../temp/c0b73de5-2890-41d0-b913-7bbe3cd26731.wav
2025-09-01 21:19:59 | INFO     | app:shutdown_event:84 - 正在关闭TTS服务...
2025-09-01 21:19:59 | INFO     | app:shutdown_event:87 - TTS服务已关闭
2025-09-01 21:20:59 | INFO     | app:startup_event:71 - 正在启动TTS服务...
2025-09-01 21:20:59 | INFO     | tts_processor:_load_model:36 - 正在加载TTS模型: tts_models/multilingual/multi-dataset/xtts_v2
2025-09-01 21:22:09 | INFO     | tts_processor:_load_model:55 - TTS模型加载成功
2025-09-01 21:22:09 | INFO     | app:startup_event:73 - TTS服务启动成功
